record_id,source_row,street,city,postal_code,country,latitude,longitude,shipment_number,carrier,weight_kg,status,dispatch_date,quality_note
log-000000167,167,Prüfsummenstr. 89,Datenheim,66872,D,48.0537563,12.2563707,SHP-500088,DemoLogistik,569.75,verloren,2025/03/30,synthetic-normal
log-000000168,168,  Prüfsummenstraße   169,Ostfeld,60392,deu,53.0335623,10.1563731,SHP-500168,DemoLogistik,255.06,zugestellt,18.06.2025,synthetic-normal
log-000000169,169,Prüfsummenstrasse 170,Westbogen,68311,deu,49.8099988,6.527448,SHP-500169,Beispielkurier,449.95,zugestellt,2025-06-19,synthetic-normal
log-000000170,170,Prüfsummenstraße 171,Südwinkel,76230,deu,50.943396,13.7991594,SHP-500170,Musterfracht,41.32,zugestellt,2025-06-20,synthetic-normal
log-000000171,171,Spaltenweg 172, Vektorstetten ,84149,deu,50.3144037,8.0018448,SHP-500171,Musterfracht,593.21,zugestellt,2025/06/21,synthetic-normal
log-000000172,172,  Koordinatenplatz   173,Vektorstetten,12068,D,53.0883802,8.7461462,SHP-500172,DemoLogistik,246.81,zugestellt,22/06/2025,synthetic-normal
log-000000173,173,Vektorallee 174,Datenheim,19987,D,49.5434614,7.6049644,SHP-500173,DemoLogistik,177.1,verloren,23.06.2025,synthetic-normal
log-000000174,174,  Schemaweg   175,Vektorstetten,27906,D,50.8023004,12.5415046,SHP-500174,Musterfracht,547.91,unterwegs,24.06.2025,synthetic-normal
log-000000175,175,Datenstraße 176,Nordhafen,35825,DE,53.1089752,9.5940084,SHP-500175,DemoLogistik,733.53,angekuendigt,25.06.2025,synthetic-normal
log-000000176,176,Pipelineweg 130 ,VEKTORSTETTEN,71551,DE,50.7198062,12.0570027,SHP-500129,Musterfracht,658.69,unterwegs,10.05.2025,synthetic-normal
log-000000177,177,Schemaweg 164,Vektorstetten,20797,DE,47.5448516,11.8738187,SHP-500163,SynthExpress,276.99,unterwegs,13.06.2025,synthetic-normal
log-000000178,178,  Datenstraße   179,Datenheim,59582,Deutschland,51.3716096,8.4375345,SHP-500178,Beispielkurier,390.33,unterwegs,2025-06-28,synthetic-normal
log-000000179,179,Schemaweg 180,Ostfeld,67501,DE,50.135192,9.5354522,SHP-500179,DemoLogistik,192.85,unterwegs,29/06/2025,synthetic-normal
log-000000180,180,Datenstraße 181, Ostfeld ,75420,D,47.7264735,5.8869416,SHP-500180,DemoLogistik,523.02,angekuendigt,2025/06/30,synthetic-normal
log-000000181,181,Pipelineweg 182,Vektorstetten,83339,D,49.3603224,14.3022653,SHP-500181,Musterfracht,265.08,angekuendigt,01.07.2025,synthetic-normal
log-000000182,182,  Vektorallee   183,Westbogen,11258,deu,51.5860823,11.0136025,SHP-500182,Beispielkurier,769.18,zugestellt,2025/07/02,synthetic-normal
log-000000183,183,Pipelineweg 184,Ostfeld,19177,deu,53.6739274,8.9334533,SHP-500183,Beispielkurier,790.78,zugestellt,2025-07-03,synthetic-normal
log-000000184,184,Qualitätsring 185,Ostfeld,27096,D,48.7116076,11.1900511,SHP-500184,Beispielkurier,360.5,angekuendigt,04/07/2025,synthetic-normal
log-000000185,185,  Vektorallee   186,Vektorstetten,35015,deu,52.9213802,8.7134397,SHP-500185,SynthExpress,65.72,angekuendigt,2025-07-05,synthetic-normal
log-000000186,186,Pipelineweg 187,Ostfeld,42934,D,51.5330862,10.5144558,SHP-500186,SynthExpress,609.1,angekuendigt,2025-07-06,synthetic-normal
log-000000187,187,Prüfsummenstraße 188,Ostfeld,50853,DE,-100,10.9477362,SHP-500187,DemoLogistik,schwer,unterwegs,2025/07/07,synthetic-error
log-000000188,188,  Vektorallee   189,Westbogen,58772,D,53.2482663,9.1223492,SHP-500188,DemoLogistik,116.83,verloren,08.07.2025,synthetic-normal
log-000000189,189,Prüfsummenstr. 190, Ostfeld ,66691,Deutschland,50.6456942,9.7616692,SHP-500189,DemoLogistik,5.51,zugestellt,09/07/2025,synthetic-normal
log-000000190,190,  Vektorallee   191,Westbogen,74610,D,54.6549994,12.9941642,SHP-500190,Musterfracht,383.26,verloren,10/07/2025,synthetic-normal
log-000000191,191,Qualitätsring 192,Datenheim,82529,DE,54.542835,10.0469245,SHP-500191,DemoLogistik,91.2,verloren,11/07/2025,synthetic-normal
log-000000192,192,Spaltenweg 193,,10448,Deutschland,52.3058386,12.3801748,SHP-500192,Beispielkurier,,angekuendigt,2025/07/12,synthetic-error
log-000000193,193,Prüfsummenstraße 194,Westbogen,18367,DE,48.1312076,8.0837249,SHP-500193,Musterfracht,405.34,unterwegs,2025-07-13,synthetic-normal
log-000000194,194,  Koordinatenplatz   195,Nordhafen,26286,Deutschland,48.9872082,12.6710479,SHP-500194,DemoLogistik,517.43,verloren,14/07/2025,synthetic-normal
log-000000195,195,Vektorallee 196,Ostfeld,34205,DE,49.5452849,14.2690374,SHP-500195,SynthExpress,470.91,angekuendigt,15.07.2025,synthetic-normal
log-000000196,196,Spaltenweg 197,Ostfeld,42124,D,49.723712,8.5624296,SHP-500196,SynthExpress,627.44,angekuendigt,16/07/2025,synthetic-normal
log-000000197,197,Qualitätsring 198,Westbogen,50043,D,54.5843159,7.933071,SHP-500197,Beispielkurier,131.57,unterwegs,17.07.2025,synthetic-normal
log-000000198,198,  Qualitätsring   199, Ostfeld ,57962,DE,52.6559907,7.6932172,SHP-500198,SynthExpress,23.45,angekuendigt,18.07.2025,synthetic-normal
log-000000199,199,Spaltenweg 200,Datenheim,65881,D,51.7612358,9.0009067,SHP-500199,Beispielkurier,91.25,unterwegs,19/07/2025,synthetic-normal
log-000000200,200,Koordinatenplatz 201,Nordhafen,73800,deu,50.1371261,7.1004986,SHP-500200,Beispielkurier,537.72,verloren,20.07.2025,synthetic-normal
log-000000201,201,Vektorallee 202,Südwinkel,81719,deu,49.6908081,9.9492089,SHP-500201,SynthExpress,389.39,zugestellt,2025-07-21,synthetic-normal
log-000000202,202,  Spaltenweg   203,Ostfeld,89638,D,51.0141163,6.5605698,SHP-500202,SynthExpress,307.22,unterwegs,22/07/2025,synthetic-normal
log-000000203,203,Datenstrasse 58,Westbogen,61383,D,47.8409662,7.947499,SHP-500057,Musterfracht,375.98,unterwegs,2025/02/27,synthetic-normal
log-000000204,204,Spaltenweg 205,Westbogen,25476,Deutschland,51.4195297,12.7624334,SHP-500204,Beispielkurier,594.04,unterwegs,2025/07/24,synthetic-normal
log-000000205,205,Schemaweg 206,Westbogen,33395,DE,50.6369313,14.9444107,SHP-500205,DemoLogistik,601.1,unterwegs,25/07/2025,synthetic-normal
log-000000206,206,Vektorallee 207,Nordhafen,41314,Deutschland,51.3453341,11.2910907,SHP-500206,DemoLogistik,342.59,zugestellt,26/07/2025,synthetic-normal
log-000000207,207,Pipelineweg 208, Ostfeld ,49233,DE,54.8428953,13.7768378,SHP-500207,DemoLogistik,686.43,unterwegs,27.07.2025,synthetic-normal
log-000000208,208,  Prüfsummenstraße   209,Vektorstetten,57152,Deutschland,52.0713774,9.2515854,SHP-500208,SynthExpress,198.12,angekuendigt,2025/07/28,synthetic-normal
log-000000209,209,  Koordinatenplatz   210,Westbogen,65071,DE,53.903699,13.5939394,SHP-500209,SynthExpress,749.08,verloren,29/07/2025,synthetic-normal
log-000000210,210,Prüfsummenstrasse 211,Westbogen,72990,Deutschland,49.8669392,11.1169895,SHP-500210,Beispielkurier,318.23,zugestellt,2025-07-30,synthetic-normal
log-000000211,211,Prüfsummenstr. 89,Datenheim,66872,D,48.0537563,12.2563707,SHP-500088,DemoLogistik,569.75,verloren,2025/03/30,synthetic-normal
log-000000212,212,  Spaltenweg   213,Ostfeld,88828,deu,54.8672749,14.1665464,SHP-500212,Musterfracht,686.14,unterwegs,01/08/2025,synthetic-normal
log-000000213,213,Vektorallee 214,Westbogen,16747,deu,50.5621551,6.6390325,SHP-500213,SynthExpress,66.03,angekuendigt,02.08.2025,synthetic-normal
log-000000214,214,Spaltenweg 215,Westbogen,24666,DE,54.8099773,9.6852882,SHP-500214,DemoLogistik,181.03,verloren,2025-08-03,synthetic-normal
log-000000215,215,Koordinatenplatz 216,,32585,D,53.1782997,12.7290518,SHP-500215,DemoLogistik,-4,unterwegs,2025-08-04,synthetic-error
log-000000216,216,Koordinatenplatz 217, Südwinkel ,40504,D,51.9821777,9.8699316,SHP-500216,DemoLogistik,131.38,angekuendigt,2025-08-05,synthetic-normal
log-000000217,217,  Koordinatenplatz   218,Südwinkel,48423,deu,49.4049542,6.5750882,SHP-500217,Musterfracht,584.03,angekuendigt,06/08/2025,synthetic-normal
log-000000218,218,Prüfsummenstr. 219,Südwinkel,56342,D,50.2327304,8.0179522,SHP-500218,SynthExpress,151,angekuendigt,07/08/2025,synthetic-normal
log-000000219,219,Prüfsummenstr. 220,Südwinkel,64261,D,54.5538427,12.8873769,SHP-500219,SynthExpress,688.67,angekuendigt,2025-08-08,synthetic-normal
log-000000220,220,  Schemaweg   1,Ostfeld,72180,DE,10.7464293,52.1680834,SHP-500220,DemoLogistik,,zugestellt,2025-08-09,synthetic-error
log-000000221,221,Koordinatenplatz 53,Vektorstetten,21788,deu,48.7557114,12.5951628,SHP-500052,Musterfracht,577.06,zugestellt,2025-02-22,synthetic-normal
log-000000222,222,Pipelineweg 3,Vektorstetten,88018,deu,47.7400852,6.5931577,SHP-500222,Beispielkurier,469.19,angekuendigt,2025/08/11,synthetic-normal
log-000000223,223,Pipelineweg 4,Vektorstetten,15937,DE,not-a-number,14.5677491,SHP-500223,Musterfracht,100000,unterwegs,12/08/2025,synthetic-error
log-000000224,224,Prüfsummenstr. 5,Westbogen,23856,DE,10.4991933,51.0707215,SHP-500224,SynthExpress,schwer,verloren,13.08.2025,synthetic-error
log-000000225,225,Pipelineweg 6, Nordhafen ,31775,DE,53.8260365,5.9130503,SHP-500225,SynthExpress,715.43,verloren,14/08/2025,synthetic-normal
log-000000226,226,  Datenstraße   7,Südwinkel,39694,D,54.2604962,8.7434033,SHP-500226,SynthExpress,744.93,zugestellt,2025-08-15,synthetic-normal
log-000000227,227,  Datenstraße   8,Ostfeld,47613,Deutschland,53.1788088,8.6584195,SHP-500227,SynthExpress,143.56,verloren,2025-08-16,synthetic-normal
log-000000228,228,  Qualitätsring   9,Ostfeld,55532,deu,52.8667214,10.828345,SHP-500228,DemoLogistik,627.63,unterwegs,2025-08-17,synthetic-normal
log-000000229,229,Koordinatenplatz 10,Ostfeld,ABCDE,Deutschland,48.0900125,10.6742933,SHP-500229,DemoLogistik,-4,verloren,2025/08/18,synthetic-error
log-000000230,230,  Koordinatenplatz   11,Nordhafen,71370,DE,51.141251,,SHP-500230,Beispielkurier,,angekuendigt,2025-08-19,synthetic-error
log-000000231,231,  Koordinatenplatz   12,Vektorstetten,79289,Deutschland,49.7172387,8.301994,SHP-500231,SynthExpress,208.87,unterwegs,20.08.2025,synthetic-normal
log-000000232,232,  Vektorallee   13,Ostfeld,87208,DE,51.3730266,14.6746394,SHP-500232,DemoLogistik,124.41,verloren,21/08/2025,synthetic-normal
log-000000233,233,Schemaweg 14,Westbogen,15127,deu,47.9932181,8.0836129,SHP-500233,Musterfracht,72.43,verloren,2025-08-22,synthetic-normal
log-000000234,234,  Datenstraße   15, Datenheim ,23046,deu,48.0199121,6.7375476,SHP-500234,DemoLogistik,792.54,angekuendigt,2025-08-23,synthetic-normal
log-000000235,235,Spaltenweg 200,Datenheim,65881,D,51.7612358,9.0009067,SHP-500199,Beispielkurier,91.25,unterwegs,19/07/2025,synthetic-normal
log-000000236,236,Pipelineweg 17,Nordhafen,38884,DE,54.8784268,7.6193031,SHP-500236,Beispielkurier,297.85,unterwegs,2025-08-25,synthetic-normal
log-000000237,237,  Datenstraße   18,Datenheim,46803,D,53.5448091,9.4339879,SHP-500237,SynthExpress,265.31,verloren,2025/08/26,synthetic-normal
log-000000238,238,  Schemaweg   19,Nordhafen,54722,deu,52.2193158,10.3898028,SHP-500238,Beispielkurier,149.8,angekuendigt,2025-08-27,synthetic-normal
log-000000239,239,Qualitätsring 20,Vektorstetten,62641,Deutschland,50.9456017,12.989203,SHP-500239,Musterfracht,159.65,zugestellt,2025/08/28,synthetic-normal
log-000000240,240,Schemaweg 21,Ostfeld,70560,Deutschland,not-a-number,14.9963729,SHP-500240,DemoLogistik,-4,angekuendigt,29.08.2025,synthetic-error
log-000000241,241,  Qualitätsring   22,Südwinkel,78479,deu,49.0977886,8.7256402,SHP-500241,Musterfracht,589.67,angekuendigt,30/08/2025,synthetic-normal
log-000000242,242,  Qualitätsring   23,Südwinkel,86398,D,47.5885244,6.3167454,SHP-500242,DemoLogistik,450.53,angekuendigt,2025/08/31,synthetic-normal
log-000000243,243,  Datenstraße   15, Datenheim ,23046,deu,48.0199121,6.7375476,SHP-500234,DemoLogistik,792.54,angekuendigt,2025-08-23,synthetic-normal
log-000000244,244,Koordinatenplatz 25,Datenheim,22236,deu,53.1851854,13.5876242,SHP-500244,Musterfracht,142.05,angekuendigt,02/09/2025,synthetic-normal
log-000000245,245,Koordinatenplatz 26,Südwinkel,30155,D,53.3180032,14.6380913,SHP-500245,Musterfracht,468.85,unterwegs,03/09/2025,synthetic-normal
log-000000246,246,Schemaweg 27,Vektorstetten,38074,DE,54.5107896,14.5280231,SHP-500246,Beispielkurier,140.36,angekuendigt,04.09.2025,synthetic-normal
log-000000247,247,Qualitätsring 28,Südwinkel,45993,Deutschland,52.9646093,7.9895625,SHP-500247,Musterfracht,774.03,unterwegs,2025-09-05,synthetic-normal
log-000000248,248,  Koordinatenplatz   29,Südwinkel,53912,deu,52.5681382,9.0244267,SHP-500248,SynthExpress,583.46,angekuendigt,2025-09-06,synthetic-normal
log-000000249,249,  Prüfsummenstraße   30,Westbogen,61831,D,48.0708571,10.2113011,SHP-500249,DemoLogistik,775.28,unterwegs,2025/09/07,synthetic-normal
log-000000250,250,Koordinatenplatz 217 , SÜDWINKEL ,40504,D,51.9821777,9.8699316,SHP-500216,DemoLogistik,131.38,angekuendigt,2025-08-05,synthetic-normal
log-000000251,251,Prüfsummenstr. 67,Datenheim,52654,Deutschland,53.536176,8.4021186,SHP-500066,Musterfracht,632.03,verloren,08.03.2025,synthetic-normal
log-000000252,252,Datenstr. 44,Südwinkel,30517,D,49.7840281,12.8033133,SHP-500043,Beispielkurier,369.41,zugestellt,2025/02/13,synthetic-normal
log-000000253,253,  Koordinatenplatz   34,Ostfeld,13507,deu,-100,9.7946435,SHP-500253,SynthExpress,-4,angekuendigt,11/09/2025,synthetic-error
log-000000254,254,Schemaweg 35,Nordhafen,21426,DE,50.2860568,10.8568962,SHP-500254,Beispielkurier,740.47,unterwegs,2025-09-12,synthetic-normal
log-000000255,255,Spaltenweg 36,Südwinkel,29345,deu,52.150249,14.7889308,SHP-500255,Beispielkurier,235.71,angekuendigt,13/09/2025,synthetic-normal
log-000000256,256,Schemaweg 37,Ostfeld,37264,deu,50.119756,9.3092957,SHP-500256,DemoLogistik,715.91,verloren,2025-09-14,synthetic-normal
log-000000257,257,Schemaweg 38,Vektorstetten,45183,DE,47.9513756,8.9628808,SHP-500257,Beispielkurier,181.07,unterwegs,2025-09-15,synthetic-normal
log-000000258,258,Spaltenweg 39,Nordhafen,53102,D,54.1611067,12.3716124,SHP-500258,DemoLogistik,334.96,angekuendigt,2025/09/16,synthetic-normal
log-000000259,259,Qualitätsring 40,Nordhafen,61021,D,48.8345865,13.3675891,SHP-500259,DemoLogistik,777.73,zugestellt,17/09/2025,synthetic-normal
log-000000260,260,  Prüfsummenstraße   41,Westbogen,68940,D,54.2704305,5.9137469,SHP-500260,Beispielkurier,53.7,angekuendigt,2025/09/18,synthetic-normal
log-000000261,261,Pipelineweg 42, Nordhafen ,76859,Deutschland,53.892812,13.8972492,SHP-500261,Beispielkurier,466.18,zugestellt,2025/09/19,synthetic-normal
log-000000262,262,Vektorallee 43,Datenheim,84778,D,47.5947472,13.9840828,SHP-500262,Musterfracht,378.49,unterwegs,2025-09-20,synthetic-normal
log-000000263,263,Datenstr. 44,Westbogen,12697,Deutschland,49.4306346,10.3228968,SHP-500263,SynthExpress,717.64,unterwegs,21.09.2025,synthetic-normal
log-000000264,264,Koordinatenplatz 45,Datenheim,20616,DE,48.7283113,7.7447926,SHP-500264,Beispielkurier,619.25,verloren,22/09/2025,synthetic-normal
log-000000265,265,  Schemaweg   46,Datenheim,28535,DE,48.6204039,13.8516611,SHP-500265,DemoLogistik,127.26,angekuendigt,23.09.2025,synthetic-normal
log-000000266,266,  Schemaweg   26,Nordhafen,47975,DE,52.1205618,13.4300024,SHP-500025,SynthExpress,162.96,angekuendigt,26/01/2025,synthetic-normal
log-000000267,267,Prüfsummenstraße 48,Südwinkel,44373,Deutschland,51.0147792,9.9041516,SHP-500267,Beispielkurier,658.82,zugestellt,25/09/2025,synthetic-normal
log-000000268,268,Pipelineweg 49,Nordhafen,52292,deu,53.7890421,12.9744372,SHP-500268,DemoLogistik,599.19,unterwegs,26.09.2025,synthetic-normal
log-000000269,269,Datenstraße 50,Südwinkel,60211,deu,51.8686788,5.8778663,SHP-500269,Musterfracht,327.66,zugestellt,27/09/2025,synthetic-normal
log-000000270,270,Schemaweg 51, Vektorstetten ,68130,D,51.7421024,5.8675977,SHP-500270,Musterfracht,279.03,zugestellt,28/09/2025,synthetic-normal
log-000000271,271,Schemaweg 52,Westbogen,76049,Deutschland,48.7315366,10.559101,SHP-500271,DemoLogistik,269.09,angekuendigt,2025/09/29,synthetic-normal
log-000000272,272,Spaltenweg 53,Ostfeld,83968,D,50.2508894,6.1249348,SHP-500272,DemoLogistik,577.05,zugestellt,30.09.2025,synthetic-normal
log-000000273,273,Koordinatenplatz 54,Vektorstetten,11887,deu,49.5327588,10.131184,SHP-500273,Musterfracht,380.64,unterwegs,01/10/2025,synthetic-normal
log-000000274,274,  Schemaweg   55,Westbogen,19806,Deutschland,49.2802502,8.5052703,SHP-500274,SynthExpress,178.74,verloren,2025-10-02,synthetic-normal
log-000000275,275,  Pipelineweg   56,Datenheim,27725,DE,53.8929829,9.3113568,SHP-500275,Musterfracht,755.45,verloren,2025-10-03,synthetic-normal
log-000000276,276,  Koordinatenplatz   57,Ostfeld,35644,deu,49.7045143,12.3841498,SHP-500276,SynthExpress,793.88,verloren,04/10/2025,synthetic-normal
log-000000277,277,  Datenstraße   58,Südwinkel,43563,deu,51.0207859,12.8248363,SHP-500277,SynthExpress,507.64,unterwegs,2025/10/05,synthetic-normal
log-000000278,278,Prüfsummenstraße 59,Südwinkel,51482,Deutschland,54.5205215,14.0064588,SHP-500278,DemoLogistik,772.27,angekuendigt,2025-10-06,synthetic-normal
log-000000279,279,Koordinatenplatz 60, Ostfeld ,59401,Deutschland,48.5693534,13.3793632,SHP-500279,Musterfracht,554.85,zugestellt,2025/10/07,synthetic-normal
log-000000280,280,Vektorallee 61,Ostfeld,67320,Deutschland,53.0008784,7.3169283,SHP-500280,Beispielkurier,270.33,angekuendigt,08.10.2025,synthetic-normal
log-000000281,281,Datenstrasse 62,Vektorstetten,75239,DE,50.1514625,11.690954,SHP-500281,SynthExpress,169.03,angekuendigt,2025-10-09,synthetic-normal
log-000000282,282,  Spaltenweg   63,Westbogen,999999,D,52.6341984,7.6905532,SHP-500282,SynthExpress,,zugestellt,2025/10/10,synthetic-error
log-000000283,283,Pipelineweg 64,Nordhafen,11077,D,48.8097146,7.6376944,SHP-500283,Musterfracht,335.12,unterwegs,11/10/2025,synthetic-normal
log-000000284,284,Spaltenweg 65,Ostfeld,18996,Deutschland,49.08224,5.9172945,SHP-500284,SynthExpress,31.62,angekuendigt,2025/10/12,synthetic-normal
log-000000285,285,Schemaweg 66,Westbogen,26915,Deutschland,6.718242,50.8285079,SHP-500285,DemoLogistik,-4,angekuendigt,13/10/2025,synthetic-error
log-000000286,286,Pipelineweg 67,Südwinkel,34834,deu,49.7978223,14.0296541,SHP-500286,Musterfracht,590.86,angekuendigt,14/10/2025,synthetic-normal
log-000000287,287,Spaltenweg 68,Vektorstetten,42753,D,53.3792331,11.7693877,SHP-500287,DemoLogistik,320.68,angekuendigt,15.10.2025,synthetic-normal
log-000000288,288,  Pipelineweg   69, Ostfeld ,50672,D,48.6775803,-220.0,SHP-500288,Musterfracht,100000,angekuendigt,16.10.2025,synthetic-error
log-000000289,289,Schemaweg 70,Vektorstetten,58591,deu,54.7320062,11.9625681,SHP-500289,Musterfracht,36.87,angekuendigt,2025/10/17,synthetic-normal
log-000000290,290,Prüfsummenstrasse 71,Datenheim,66510,DE,47.388501,14.3962171,SHP-500290,Beispielkurier,276.67,verloren,18.10.2025,synthetic-normal
log-000000291,291,Prüfsummenstr. 67 ,DATENHEIM,52654,Deutschland,53.536176,8.4021186,SHP-500066,Musterfracht,632.03,verloren,08.03.2025,synthetic-normal
log-000000292,292,  Prüfsummenstraße   73,Nordhafen,82348,D,50.6758355,11.0719214,SHP-500292,SynthExpress,405.59,verloren,2025/10/20,synthetic-normal
log-000000293,293,Datenstraße 74,Nordhafen,10267,DE,53.5769066,13.0844062,SHP-500293,Musterfracht,596.22,unterwegs,2025/10/21,synthetic-normal
log-000000294,294,  Qualitätsring   75,Datenheim,18186,D,52.7466013,9.1423098,SHP-500294,Beispielkurier,43.51,angekuendigt,2025-10-22,synthetic-normal
log-000000295,295,Schemaweg 76,Nordhafen,26105,deu,51.0424083,13.3609157,SHP-500295,Beispielkurier,273.15,angekuendigt,23/10/2025,synthetic-normal
log-000000296,296,Prüfsummenstrasse 77,Südwinkel,34024,Deutschland,48.1190197,9.6131272,SHP-500296,SynthExpress,744.18,verloren,2025/10/24,synthetic-normal
log-000000297,297,Spaltenweg 78, Nordhafen ,41943,D,53.6750024,10.2429741,SHP-500297,DemoLogistik,107.8,unterwegs,25.10.2025,synthetic-normal
log-000000298,298,  Koordinatenplatz   79,Datenheim,49862,deu,49.3793287,14.6650605,SHP-500298,Musterfracht,484.97,verloren,26.10.2025,synthetic-normal
log-000000299,299,Schemaweg 80,Datenheim,57781,deu,48.826757,11.5423418,SHP-500299,Musterfracht,709.16,zugestellt,27.10.2025,synthetic-normal
log-000000300,300,Koordinatenplatz 81,Datenheim,65700,D,51.7293277,14.4725976,SHP-500300,Beispielkurier,766.67,zugestellt,2025/01/01,synthetic-normal
log-000000301,301,Vektorallee 82,Südwinkel,73619,Deutschland,53.0014061,7.2806056,SHP-500301,Musterfracht,20.32,zugestellt,02.01.2025,synthetic-normal
log-000000302,302,Datenstr. 83,Nordhafen,81538,deu,52.9423368,10.9636891,SHP-500302,DemoLogistik,236.18,zugestellt,2025-01-03,synthetic-normal
log-000000303,303,Koordinatenplatz 84,Westbogen,89457,deu,52.0162689,12.984509,SHP-500303,Beispielkurier,765.37,unterwegs,04/01/2025,synthetic-normal
log-000000304,304,Qualitätsring 85,Vektorstetten,17376,DE,48.721022,7.3989152,SHP-500304,SynthExpress,482.75,verloren,2025-01-05,synthetic-normal
log-000000305,305,Schemaweg 86,Vektorstetten,25295,deu,47.6035485,14.3433798,SHP-500305,SynthExpress,104.14,zugestellt,2025/01/06,synthetic-normal
log-000000306,306,Koordinatenplatz 87, Datenheim ,33214,DE,53.2755626,7.2662085,SHP-500306,Beispielkurier,58.4,angekuendigt,07/01/2025,synthetic-normal
log-000000307,307,Koordinatenplatz 88,Datenheim,41133,D,54.8743962,13.3779333,SHP-500307,SynthExpress,265.57,angekuendigt,08/01/2025,synthetic-normal
log-000000308,308,Qualitätsring 89,Westbogen,49052,D,54.2610865,14.4938866,SHP-500308,Beispielkurier,491,zugestellt,09/01/2025,synthetic-normal
log-000000309,309,Koordinatenplatz 45,Datenheim,20616,DE,48.7283113,7.7447926,SHP-500264,Beispielkurier,619.25,verloren,22/09/2025,synthetic-normal
log-000000310,310,Datenstr. 91,Südwinkel,64890,Deutschland,51.2055997,14.5235487,SHP-500310,DemoLogistik,356.5,angekuendigt,2025-01-11,synthetic-normal
log-000000311,311,Prüfsummenstraße 92,Vektorstetten,72809,D,52.2138648,14.4457102,SHP-500311,DemoLogistik,170.62,angekuendigt,2025/01/12,synthetic-normal
log-000000312,312,Schemaweg 93,Südwinkel,,Deutschland,50.3980091,9.9503561,SHP-500312,Beispielkurier,100000,verloren,13/01/2025,synthetic-error
log-000000313,313,Pipelineweg 94,Nordhafen,88647,Deutschland,54.3531629,6.776447,SHP-500313,Musterfracht,513.17,angekuendigt,14/01/2025,synthetic-normal
log-000000314,314,  Datenstraße   95,Südwinkel,16566,deu,52.9753297,13.130288,SHP-500314,Musterfracht,316.15,unterwegs,15/01/2025,synthetic-normal
log-000000315,315,Koordinatenplatz 96, Datenheim ,24485,deu,48.2365872,5.8462745,SHP-500315,Beispielkurier,636.03,angekuendigt,16/01/2025,synthetic-normal
log-000000316,316,  Qualitätsring   97,Datenheim,32404,deu,48.5232531,7.8312493,SHP-500316,Musterfracht,580.78,unterwegs,2025-01-17,synthetic-normal
log-000000317,317,Spaltenweg 98,Nordhafen,40323,Deutschland,48.0463383,12.4754212,SHP-500317,Beispielkurier,681.82,zugestellt,18/01/2025,synthetic-normal
log-000000318,318,Pipelineweg 99,Ostfeld,48242,Deutschland,51.9842025,8.6122145,SHP-500318,DemoLogistik,80.13,zugestellt,19/01/2025,synthetic-normal
log-000000319,319,  Qualitätsring   100,Westbogen,56161,deu,52.4648094,8.8503791,SHP-500319,Beispielkurier,250.64,verloren,2025/01/20,synthetic-normal
log-000000320,320,Vektorallee 101,Südwinkel,64080,deu,49.3005833,13.9542897,SHP-500320,SynthExpress,441.38,angekuendigt,2025-01-21,synthetic-normal
log-000000321,321,Prüfsummenstrasse 102,Datenheim,71999,Deutschland,51.4303669,14.9882992,SHP-500321,Beispielkurier,650.13,unterwegs,22/01/2025,synthetic-normal
log-000000322,322,Schemaweg 103,Datenheim,79918,DE,50.3155672,10.4199389,SHP-500322,DemoLogistik,471.72,unterwegs,23.01.2025,synthetic-normal
log-000000323,323,  Vektorallee   104,Nordhafen,87837,deu,53.0871901,7.9320991,SHP-500323,Musterfracht,758.97,zugestellt,24.01.2025,synthetic-normal
log-000000324,324,Schemaweg 106,Datenheim,41495,deu,54.2672731,8.654132,SHP-500105,Beispielkurier,309.31,unterwegs,2025-04-16,synthetic-normal
log-000000325,325,Datenstraße 106,Westbogen,23675,DE,52.6483955,10.5966307,SHP-500325,Musterfracht,734.33,zugestellt,26.01.2025,synthetic-normal
log-000000326,326,Pipelineweg 107,Südwinkel,31594,D,49.9820249,13.7830187,SHP-500326,Beispielkurier,470.18,verloren,2025-01-27,synthetic-normal
log-000000327,327,Pipelineweg 108,Südwinkel,39513,deu,50.0528944,12.3991849,SHP-500327,SynthExpress,132.57,unterwegs,2025/01/28,synthetic-normal
log-000000328,328,  Spaltenweg   109,Südwinkel,47432,D,47.4705899,6.1969278,SHP-500328,DemoLogistik,385.27,unterwegs,2025-01-29,synthetic-normal
log-000000329,329,  Vektorallee   110,Datenheim,55351,DE,53.9766683,12.4973637,SHP-500329,Musterfracht,133.16,angekuendigt,30.01.2025,synthetic-normal
log-000000330,330,Vektorallee 111,Datenheim,63270,deu,53.3390821,13.3481693,SHP-500330,DemoLogistik,693.86,zugestellt,31.01.2025,synthetic-normal
log-000000331,331,Pipelineweg 112,Südwinkel,71189,DE,47.425876,10.6089444,SHP-500331,Beispielkurier,362.83,unterwegs,2025-02-01,synthetic-normal
log-000000332,332,Pipelineweg 113,Südwinkel,79108,DE,54.116964,12.9288079,SHP-500332,Beispielkurier,479.89,verloren,02/02/2025,synthetic-normal
log-000000333,333,  Spaltenweg   114, Vektorstetten ,87027,DE,50.5337194,8.1415659,SHP-500333,DemoLogistik,343.22,angekuendigt,03/02/2025,synthetic-normal
log-000000334,334,Datenstraße 115,Nordhafen,14946,DE,50.1502271,7.689852,SHP-500334,Musterfracht,206.32,verloren,04/02/2025,synthetic-normal
